# LAMMPS data file written by OVITO Basic 3.4.3
401 atoms
1 atom types
1.089293 49.99266 xlo xhi
1.0 49.883832 ylo yhi
2.029991 28.0 zlo zhi

Atoms  # atomic

1 1 41.597623 13.48965 21.391132
2 1 44.296667 14.958099 17.780014
3 1 48.075801 37.445199 22.144738
4 1 2.647216 1.492913 9.805606
5 1 12.838114 12.869296 22.206294
6 1 29.212286 25.536057 20.09104
7 1 22.857494 44.562486 23.847394
8 1 14.537655 37.908718 9.862372
9 1 49.986235 11.516936 8.726683
10 1 3.72817 26.033328 23.866316
11 1 19.706649 10.348634 16.604088
12 1 9.586263 34.291094 14.577059
13 1 10.227043 44.907177 9.820648
14 1 39.195162 36.197146 18.340625
15 1 37.221435 48.86339 21.585051
16 1 47.836106 31.434359 15.224744
17 1 30.178706 16.831524 15.830138
18 1 45.378398 33.372743 7.057653
19 1 20.88664 34.652687 26.888085
20 1 17.896986 7.160921 20.221208
21 1 24.968739 22.02982 23.148904
22 1 7.061523 40.409537 8.641033
23 1 46.74188 29.742324 2.771033
24 1 26.733584 15.577675 3.624547
25 1 11.917321 34.761486 13.907414
26 1 36.812859 3.896602 10.426012
27 1 37.769608 21.489459 19.132333
28 1 43.344422 1.574234 17.095698
29 1 30.595026 47.676871 12.815131
30 1 46.961954 38.896968 19.998332
31 1 28.489706 37.882382 13.80061
32 1 10.664512 28.25918 21.44904
33 1 16.984442 40.878689 21.515135
34 1 46.532775 18.143576 15.276287
35 1 42.764541 9.751615 11.481345
36 1 43.111953 15.251442 22.490323
37 1 24.135545 14.287047 15.494281
38 1 49.635175 20.867709 11.044196
39 1 15.538231 34.445683 18.341278
40 1 11.293623 27.234315 23.515652
41 1 23.391744 16.385463 25.762635
42 1 3.066796 1.0 12.828915
43 1 39.9765 23.916542 6.535531
44 1 45.553909 47.232452 22.562921
45 1 2.862521 30.483622 22.463194
46 1 7.595686 23.763248 17.170418
47 1 32.6346 10.634804 6.372548
48 1 45.971763 47.360365 10.008303
49 1 28.496974 47.315727 6.90277
50 1 12.494561 20.061105 10.318361
51 1 6.88979 32.285788 24.350635
52 1 18.870958 27.750874 27.190768
53 1 4.271506 25.624354 2.654914
54 1 2.472351 47.223427 4.93321
55 1 19.095301 47.520631 13.166846
56 1 24.117059 25.455667 3.843382
57 1 17.935324 44.281483 19.547084
58 1 28.415648 26.887398 23.376304
59 1 17.495257 49.883832 6.465942
60 1 41.193546 25.297133 21.325409
61 1 24.417874 46.444675 24.451543
62 1 18.352867 22.603301 22.665432
63 1 19.567476 35.542917 12.723715
64 1 13.030384 36.941517 26.164286
65 1 40.163387 35.922469 2.863077
66 1 37.582344 43.009897 24.806887
67 1 35.048631 27.229779 15.125268
68 1 22.948081 12.334612 7.570092
69 1 21.333832 40.754612 17.275701
70 1 23.985661 29.833429 3.339707
71 1 31.679279 8.412273 27.444156
72 1 11.503742 8.413013 26.88973
73 1 32.775394 35.253228 26.255585
74 1 3.990782 7.220789 8.689238
75 1 37.028143 32.843441 17.252207
76 1 2.970037 14.73917 6.876639
77 1 16.901457 14.271939 27.086829
78 1 35.030702 26.716738 21.780002
79 1 39.67015 31.110648 16.627639
80 1 35.736551 1.835546 7.724579
81 1 1.781683 27.135597 18.374253
82 1 30.54932 11.40238 14.999273
83 1 36.700508 13.986577 22.865473
84 1 5.84754 31.223134 10.68792
85 1 13.892402 34.062364 24.591224
86 1 26.840285 46.391303 23.661237
87 1 16.27412 34.758939 15.724179
88 1 38.902092 45.485671 17.110035
89 1 39.467419 9.307111 20.698208
90 1 20.185247 39.973002 22.580086
91 1 33.792588 31.555888 17.148819
92 1 24.088939 33.779976 9.070318
93 1 34.945438 46.089297 7.88937
94 1 1.945799 3.512722 12.692555
95 1 10.457453 29.709658 24.574957
96 1 14.783096 3.782788 14.862713
97 1 37.763705 8.109847 25.316374
98 1 39.354394 23.483977 22.322784
99 1 35.642092 49.584707 18.723111
100 1 13.558815 34.943564 10.836044
101 1 42.242242 17.458215 2.748289
102 1 23.013685 36.182671 24.949046
103 1 35.26149 3.079553 16.195453
104 1 40.979987 49.75787 18.561966
105 1 24.101509 7.299351 11.332332
106 1 10.791541 26.049589 19.277204
107 1 27.16934 49.825084 12.763278
108 1 19.514685 31.841571 14.441978
109 1 47.66996 5.796764 3.093447
110 1 40.954138 29.509544 4.820074
111 1 39.516074 13.075472 26.3687
112 1 43.376738 41.165166 23.851147
113 1 13.075882 25.183774 12.211516
114 1 33.466851 21.75055 16.542396
115 1 32.497673 6.966713 12.111312
116 1 1.272809 38.407582 16.304677
117 1 7.60091 19.481635 9.11141
118 1 35.755866 37.639988 16.604091
119 1 4.872415 31.30438 17.792889
120 1 35.402015 13.723112 16.04663
121 1 10.974221 23.121897 2.201928
122 1 18.425353 35.775236 15.348967
123 1 27.654085 26.700857 6.679752
124 1 32.468554 23.254047 12.168165
125 1 47.629488 19.981172 11.600107
126 1 3.804092 7.56509 2.642777
127 1 26.107566 30.928924 23.31712
128 1 44.672852 37.466329 20.172912
129 1 13.059438 24.056702 14.100974
130 1 4.980771 33.692446 5.761818
131 1 43.564974 35.399066 21.721312
132 1 3.673627 45.250587 20.809526
133 1 24.208235 32.042661 4.233126
134 1 49.952534 49.749791 11.31783
135 1 29.840552 25.786195 6.325857
136 1 1.745321 34.033097 6.378464
137 1 16.88451 33.007245 3.41742
138 1 27.232584 9.730763 15.299431
139 1 42.069955 47.166175 6.663867
140 1 17.391711 32.121152 10.510884
141 1 28.444644 1.661961 23.163519
